t,queue_north,queue_south,queue_east,queue_west,queue_total,waiting_total,running_veh,phase
501,7,6,1,2,16,79.0,65,0
502,7,5,1,2,15,81.0,64,0
503,7,4,1,2,14,82.0,67,0
504,6,2,1,2,11,73.0,69,0
505,5,0,1,2,8,61.0,66,0
506,6,1,1,2,10,61.0,68,0
507,6,1,1,2,10,62.0,67,0
508,5,2,1,2,10,63.0,66,0
509,5,2,0,0,7,19.0,65,0
510,5,4,0,0,9,23.0,65,0
511,4,5,0,0,9,27.0,66,0
512,7,7,0,0,14,41.0,65,0
513,7,8,0,0,15,50.0,65,0
514,8,8,0,0,16,60.0,66,0
515,9,10,0,0,19,73.0,65,0
516,9,10,0,0,19,86.0,66,0
517,11,11,0,0,22,103.0,64,0
518,11,13,0,0,24,123.0,65,0
519,9,14,0,0,23,107.0,65,0
520,8,12,0,0,20,93.0,67,0
521,8,12,0,1,21,82.0,68,0
522,7,10,0,1,18,70.0,73,0
523,6,10,0,1,17,60.0,75,0
524,5,9,0,1,15,53.0,75,0
525,5,8,0,1,14,46.0,77,0
526,4,8,0,1,13,40.0,77,0
527,2,9,0,1,12,39.0,76,0
528,2,6,0,1,9,33.0,74,0
529,3,9,0,0,12,29.0,74,0
530,4,10,0,0,14,30.0,72,0
531,5,10,0,0,15,35.0,72,0
532,6,10,0,0,16,43.0,71,0
533,8,8,0,0,16,49.0,71,0
534,8,8,0,0,16,55.0,71,0
535,9,7,0,0,16,64.0,71,0
536,11,9,0,0,20,83.0,71,0
537,13,10,0,0,23,105.0,71,0
538,15,11,1,1,28,132.0,70,0
539,13,11,1,2,27,119.0,70,0
540,13,10,2,2,27,110.0,72,0
541,12,9,2,2,25,105.0,71,0
542,11,8,2,3,24,99.0,73,0
543,10,9,2,3,24,103.0,73,0
544,10,10,2,3,25,105.0,73,0
545,11,9,2,3,25,102.0,73,0
546,11,9,2,3,25,108.0,73,0
547,12,7,2,3,24,106.0,73,0
548,12,7,2,3,24,113.0,71,0
549,12,7,2,3,24,115.0,69,0
550,10,7,2,3,22,125.0,69,0
551,9,7,2,3,21,124.0,69,0
552,8,8,3,3,22,125.0,69,0
553,8,7,3,4,22,132.0,68,0
554,9,6,1,2,18,74.0,68,0
555,8,5,0,0,13,55.0,68,0
556,10,5,0,0,15,69.0,68,0
557,11,7,0,0,18,87.0,67,0
558,13,8,0,0,21,108.0,68,0
559,13,9,0,0,22,130.0,70,0
560,15,11,0,1,27,157.0,71,0
561,15,11,0,1,27,184.0,71,0
562,17,13,0,0,30,212.0,73,0
563,18,14,0,0,32,244.0,72,0
564,18,14,1,0,33,227.0,72,0
565,18,13,1,0,32,212.0,72,0
566,16,12,1,1,30,198.0,72,0
567,15,10,1,1,27,183.0,72,0
568,15,10,1,1,27,187.0,72,0
569,14,11,1,1,27,176.0,72,0
570,11,10,1,1,23,161.0,72,0
571,10,11,1,2,24,152.0,71,0
572,9,11,2,3,25,149.0,70,0
573,10,11,3,3,27,142.0,70,0
574,8,10,1,1,20,111.0,70,0
